Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,classe_real,classe_predita,prob_Benign,prob_Malicious
9.8,6,64.0,1362.0788870342346,0.0,0.0,0.0,0.0,0.49,0.0,0.0,49,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,1.0,1.0,93260,374,1514,932.6,572.7569689270888,932.6,0.0007341814041137,100,328050.5454545461,Malicious,Malicious,0.0,1.0
6.4,17,93.9,86.05183252088565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.1,0.1,0.0,0.9,0.9,806,60,214,80.6,49.41479760377677,80.6,0.0133077144622802,10,2441.8222222222225,Benign,Benign,0.9366580247879028,0.06334199756383896
10.0,6,64.0,2389.086414408667,0.0,0.0,0.0,0.0,0.5,0.0,0.0,50,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,94400,374,1514,944.0,572.8715546977509,944.0,0.0004185795783996,100,328181.8181818182,Malicious,Malicious,0.0,1.0
18.0,6,76.4,80.182759088728,0.0,0.0,0.0,0.2,0.5,0.0,0.0,5,0,0,0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.1,1.0,1.0,1203,60,385,120.3,109.26629042034062,120.3,0.012932801246643,10,11939.12222222222,Benign,Benign,0.5947718024253845,0.4052281975746155
32.0,6,53.8,3632.375508790162,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6372,66,1494,637.2,737.4160291178921,637.2,0.0003196954727172,10,543782.3999999999,Malicious,Malicious,0.4260373115539551,0.5739626884460449
17.6,17,93.3,80.68544958582932,0.1,0.1,0.0,0.1,0.4,0.0,0.0,4,1,1,0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.1,0.0,1.0,1.0,1109,66,230,110.9,54.27594105842641,110.9,0.0156486988067626,10,2945.8777777777777,Benign,Benign,0.9782562255859375,0.021743761375546455
15.2,17,63.6,75.60533056458344,0.0,0.0,0.0,0.2,0.3,0.0,0.0,3,0,0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,798,60,156,79.8,40.20447736260229,79.8,0.0139393806457519,10,1616.4,Benign,Benign,0.9994210600852966,0.0005789592978544533
9.96,6,65.27,437.709133411254,0.0,0.01,0.01,0.0,0.47,0.0,0.0,47,1,0,1,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.48,0.02,0.0,0.02,0.0,0.0,0.98,0.98,88044,60,1514,880.44,591.8115540909588,880.44,0.0022857904434204,100,350240.91555555584,Malicious,Malicious,0.0,1.0
22.4,6,114.6,67.51829494051931,0.0,0.0,0.0,0.5,0.7,0.0,0.0,7,0,0,0,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1637,66,267,163.7,74.58634072149016,163.7,0.0174177169799804,10,5563.122222222222,Benign,Benign,0.9747645258903503,0.025235477834939957
9.8,6,64.0,2336.282160542308,0.0,0.0,0.0,0.0,0.49,0.0,0.0,49,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.01,0.0,1.0,1.0,92984,98,1514,929.84,576.130995205399,929.84,0.0004280400276184,100,331926.9236363635,Malicious,Malicious,0.0,1.0
16.52,6,85.16,171.0047656886724,0.03,0.06,0.0,0.12,0.56,0.0,0.0,56,6,3,0,0.07,0.17,0.03,0.0,0.0,0.0,0.0,0.58,0.06,0.01,0.07,0.01,0.01,0.93,0.93,53857,60,3492,538.57,641.8062147352015,538.57,0.0058478093147277,100,411915.2172727276,Malicious,Malicious,0.0,1.0
10.08,6,65.09,1186.9439963777345,0.0,0.01,0.0,0.0,0.49,0.0,0.0,49,1,0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.49,0.01,0.0,0.01,0.0,0.0,0.99,0.99,91362,60,1514,913.62,581.4572216475261,913.62,0.0008425092697143,100,338092.5006060604,Malicious,Malicious,0.0,1.0
9.68,6,62.72,1648.4257770895642,0.0,0.0,0.0,0.0,0.48,0.0,0.0,48,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.48,0.01,0.0,0.02,0.0,0.0,0.98,0.98,91201,60,1514,912.01,583.5903934899349,912.01,0.0006066584587097,100,340577.74737373705,Malicious,Malicious,0.0,1.0
10.0,6,63.36,1217.847695867922,0.0,0.0,0.0,0.0,0.5,0.0,0.0,50,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.01,0.0,0.0,0.99,0.99,94086,60,1514,940.86,576.873934025083,940.86,0.0008242797851562,100,332783.5357575758,Malicious,Malicious,0.0,1.0
10.12,6,65.72,1208.1830175309226,0.0,0.01,0.02,0.0,0.47,0.0,0.0,47,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.01,0.0,0.0,0.0,0.0,1.0,1.0,89848,60,1514,898.48,585.2148095642601,898.48,0.0008300900459289,100,342476.3733333333,Malicious,Malicious,0.0,1.0
32.0,6,123.0,7251.562932226832,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17412,1462,2858,1741.2,588.6052818126744,1741.2,0.0001662015914916,10,346456.17777777783,Benign,Benign,0.9983333349227905,0.0016666667070239782
31.2,6,63.2,36.61999425507636,0.1,0.2,0.0,0.2,0.8,0.0,0.0,8,2,1,0,0.4,0.5,0.1,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1322,66,441,132.2,133.4705960127548,132.2,0.0276634931564331,10,17814.4,Benign,Benign,0.9983283281326294,0.0016716562677174807
10.04,6,65.27,4497.575517119359,0.0,0.01,0.0,0.0,0.49,0.0,0.0,49,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.01,0.0,0.0,0.99,0.99,92632,60,1514,926.32,580.5940336579355,926.32,0.0002248501777648,100,337089.431919192,Malicious,Malicious,0.0,1.0
9.96,6,64.0,4495.213598268064,0.0,0.0,0.0,0.0,0.49,0.0,0.0,49,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.49,0.02,0.0,0.0,0.0,0.0,1.0,1.0,92659,72,1514,926.59,580.1900958942136,926.59,0.0002224683761596,100,336620.54737373686,Malicious,Malicious,0.0,1.0
18.8,6,113.2,355.89888927544104,0.0,0.0,0.1,0.3,0.5,0.0,0.0,5,0,0,1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1524,60,459,152.4,159.99319429970208,152.4,0.0028315782546997,10,25597.822222222225,Benign,Benign,0.9794107675552368,0.020589208230376244
9.88,6,64.0,1111.480223233924,0.0,0.0,0.0,0.0,0.49,0.0,0.0,49,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.01,0.0,0.0,0.0,0.0,1.0,1.0,94278,374,1514,942.78,571.7742646333169,942.78,0.0009035897254943,100,326925.8096969703,Malicious,Malicious,0.0,1.0
11.84,6,69.92,475.99584186371663,0.0,0.04,0.1,0.01,0.39,0.0,0.0,39,4,0,10,0.0,0.03,0.05,0.0,0.0,0.0,0.0,0.5,0.14,0.01,0.01,0.02,0.0,0.99,0.99,69145,60,1514,691.45,624.2713955104182,691.45,0.0021008682250976,100,389714.77525252494,Malicious,Malicious,0.0,1.0
30.4,6,203.4,1026.7825405762687,0.0,0.1,0.0,0.0,0.8,0.0,0.0,8,1,0,0,0.1,0.8,0.1,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,695,66,93,69.5,8.631338250816034,69.5,0.001025104522705,10,74.5,Benign,Benign,0.9983326196670532,0.0016673970967531204
32.0,6,63.6,4642.798317467345,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19484,66,5858,1948.4,1533.9386631225586,1948.4,0.0003906965255737,10,2352967.822222222,Benign,Benign,0.9954535961151123,0.004546430893242359
27.2,6,70.0,104.1330939985054,0.1,0.1,0.2,0.3,0.7,0.0,0.0,7,1,1,2,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.9,0.9,973,60,262,97.3,65.20063053546508,97.3,0.0096647977828979,10,4251.122222222222,Benign,Benign,0.996666669845581,0.0033333522733300924
10.4,6,65.73,1385.557420156186,0.0,0.01,0.0,0.0,0.51,0.0,0.0,51,1,0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,1.0,1.0,94100,74,1514,941.0,576.659660143107,941.0,0.0007413101196289,100,332536.36363636365,Malicious,Malicious,0.0,1.0
10.2,6,64.0,1293.4603879483147,0.0,0.0,0.0,0.0,0.51,0.0,0.0,51,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,1.0,1.0,95540,374,1514,955.4,572.7569689270888,955.4,0.0007731389999389,100,328050.5454545461,Malicious,Malicious,0.0,1.0
32.0,6,148.0,1826.4692562271384,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7900,66,1514,790.0,763.1630086539689,790.0,0.0006767034530639,10,582417.7777777778,Benign,Benign,0.9999908208847046,9.161113666777965e-06
12.0,17,63.9,236.18970391143247,0.0,0.0,0.0,0.1,0.2,0.0,0.0,2,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.0,0.1,0.0,0.0,0.9,0.9,7776,60,1266,777.6,604.8004629627858,777.6,0.0067102909088134,10,365783.6,Malicious,Malicious,0.42582201957702637,0.5741779804229736
30.8,6,69.4,59.8197550619904,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8124,60,1514,812.4,740.8798373105677,812.4,0.0170195817947387,10,548902.9333333333,Benign,Benign,0.9976204037666321,0.002379583427682519
27.2,6,93.8,58.35293593885211,0.0,0.0,0.1,0.4,1.0,0.0,0.0,10,0,0,1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,855,60,137,85.5,28.26560532598664,85.5,0.0187776088714599,10,798.9444444444445,Malicious,Benign,0.8433313369750977,0.15666867792606354
26.4,6,56.8,58.02277581646543,0.0,0.0,0.0,0.4,0.8,0.0,0.0,8,0,0,0,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.9,0.9,5423,60,1514,542.3,626.6120632239518,542.3,0.0172451019287109,10,392642.6777777778,Benign,Benign,0.9516178369522095,0.04838217794895172
28.8,6,191.6,267.11569079492045,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.9,0.9,654,60,66,65.4,1.8973665961010275,65.4,0.0037438869476318,10,3.6,Benign,Benign,0.9997170567512512,0.00028296749223954976
10.0,6,63.36,2880.683511789068,0.0,0.0,0.0,0.0,0.5,0.0,0.0,50,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.01,0.0,0.0,0.99,0.99,94086,60,1514,940.86,576.873934025083,940.86,0.0003496003150939,100,332783.5357575758,Malicious,Malicious,0.0,1.0
24.4,6,165.3,219.08205318387664,0.0,0.2,0.0,0.2,0.7,0.0,0.0,7,2,0,0,0.1,0.4,0.1,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.9,0.9,866,60,162,86.6,39.62098209562986,86.6,0.0046478986740112,10,1569.822222222222,Benign,Benign,0.9537060260772705,0.04629398137331009
10.0,6,63.36,1683.8981383715468,0.0,0.0,0.0,0.0,0.5,0.0,0.0,50,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.01,0.0,0.0,0.99,0.99,94086,60,1514,940.86,576.873934025083,940.86,0.0005938696861267,100,332783.5357575759,Malicious,Malicious,0.0,1.0
21.2,6,97.8,47.07364347610406,0.0,0.0,0.0,0.3,0.6,0.0,0.0,6,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1612,60,402,161.2,108.2433472423235,161.2,0.0215522050857543,10,11716.62222222222,Benign,Benign,0.9457617998123169,0.05423818528652191
28.0,6,155.9,67.77785857528146,0.0,0.1,0.0,0.1,0.7,0.0,0.0,7,1,0,0,0.2,0.6,0.1,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,942,66,230,94.2,55.28471759898933,94.2,0.0151029825210571,10,3056.4000000000005,Benign,Benign,0.9983195662498474,0.0016804598271846771
10.32,6,62.67,925.1046015876062,0.02,0.01,0.0,0.01,0.47,0.0,0.0,47,1,2,0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.48,0.02,0.0,0.05,0.0,0.0,0.95,0.95,84323,60,1514,843.23,604.1803338893001,843.23,0.0010882997512817,100,365033.8758585861,Malicious,Malicious,0.0,1.0
10.0,6,64.0,1848.0529437164585,0.0,0.0,0.0,0.0,0.5,0.0,0.0,50,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,94400,374,1514,944.0,572.8715546977509,944.0,0.0005411100387573,100,328181.8181818182,Malicious,Malicious,0.0,1.0
30.8,6,214.3,1034.022138401992,0.0,0.0,0.1,0.0,0.9,0.0,0.0,9,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,654,60,66,65.4,1.8973665961010275,65.4,0.0010231018066406,10,3.599999999999999,Benign,Benign,0.9999822378158569,1.778692785592284e-05
28.8,6,201.6,1024.700478842959,0.0,0.0,0.0,0.2,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.9,0.9,11488,60,1494,1148.8,601.1109714520273,1148.8,0.0009761095046997,10,361334.4,Malicious,Malicious,0.2669947147369385,0.7330052852630615
10.0,6,64.0,1266.2393846172424,0.0,0.0,0.0,0.0,0.5,0.0,0.0,50,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,94400,374,1514,944.0,572.8715546977509,944.0,0.0007897496223449,100,328181.8181818182,Malicious,Malicious,0.0,1.0
9.92,6,67.13,864.6409340908529,0.0,0.0,0.0,0.0,0.48,0.0,0.0,48,0,0,0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.48,0.04,0.0,0.0,0.01,0.0,1.0,1.0,91062,81,1514,910.62,584.5041718146134,910.62,0.0011567401885986,100,341645.1268686871,Malicious,Malicious,0.0,1.0
28.0,6,87.0,48.51940924902164,0.0,0.1,0.0,0.4,0.8,0.0,0.0,8,1,0,0,0.3,0.5,0.1,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1160,66,262,116.0,73.87527025707287,116.0,0.020720100402832,10,5457.555555555556,Benign,Benign,0.9997523427009583,0.0002476341906003654
10.0,6,67.07,1115.6339687783443,0.0,0.0,0.0,0.0,0.48,0.0,0.0,48,0,0,0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.48,0.05,0.0,0.0,0.01,0.0,1.0,1.0,90604,79,1514,906.04,590.0640252882681,906.04,0.0009024715423583,100,348175.55393939395,Malicious,Malicious,0.0,1.0
10.08,6,66.94,749.4298385108261,0.0,0.01,0.0,0.0,0.49,0.0,0.0,49,1,0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.49,0.01,0.0,0.01,0.0,0.0,0.99,0.99,91362,60,1514,913.62,581.4572216475262,913.62,0.0013362383842468,100,338092.50060606044,Malicious,Malicious,0.0,1.0
32.0,6,155.5,6944.211920529801,0.0,0.0,0.0,0.4,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12084,66,2922,1208.4,1312.241441198989,1208.4,0.0001441001892089,10,1721977.5999999996,Benign,Benign,0.9389176368713379,0.0610823780298233
10.2,6,63.36,3205.33113240711,0.0,0.01,0.0,0.0,0.49,0.0,0.0,49,1,0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.01,0.0,0.0,0.99,0.99,92646,60,1514,926.46,580.3846759875838,926.46,0.0003119802474975,100,336846.3721212127,Malicious,Malicious,0.0,1.0
10.16,6,65.09,533.285187723378,0.0,0.01,0.02,0.0,0.48,0.0,0.0,48,1,0,2,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.5,0.01,0.0,0.01,0.0,0.0,0.99,0.99,89653,60,1514,896.53,587.5466962744578,896.53,0.0018806982040405,100,345211.1203030299,Malicious,Malicious,0.0,1.0
28.8,6,64.6,75.91459231895574,0.2,0.2,0.0,0.2,0.7,0.0,0.0,7,2,2,0,0.6,0.1,0.2,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1086,66,441,108.6,116.97217142931429,108.6,0.0141000032424926,10,13682.488888888884,Benign,Benign,0.9999773502349854,2.2626252757618204e-05
29.6,6,70.4,1493.9108135061974,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,13720,94,1514,1372.0,449.0434277439099,1372.0,0.0022961854934692,10,201640.0,Benign,Benign,0.999910831451416,8.919397805584595e-05
10.24,6,64.0,2665.741288030456,0.0,0.01,0.0,0.0,0.46,0.0,0.0,46,1,0,0,0.0,0.01,0.08,0.0,0.0,0.0,0.0,0.47,0.08,0.0,0.0,0.0,0.0,1.0,1.0,87244,74,1514,872.44,600.3939501306912,872.44,0.0003751397132873,100,360472.89535353496,Malicious,Malicious,0.0,1.0
10.0,6,64.0,2370.734795387746,0.0,0.0,0.0,0.0,0.5,0.0,0.0,50,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,94400,374,1514,944.0,572.8715546977509,944.0,0.0004218196868896,100,328181.8181818182,Malicious,Malicious,0.0,1.0
30.8,6,183.5,162.56992248062016,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3550,60,1514,355.0,610.8494995586974,355.0,0.0069139957427978,10,373137.1111111111,Benign,Benign,0.9946340918540955,0.005365924444049597
16.8,6,63.36,3674.991019092096,0.0,0.0,0.7,0.0,0.14,0.0,0.0,14,0,0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.01,0.0,0.0,0.99,0.99,31066,60,1514,310.66,500.4394073252437,310.66,0.0002721214294433,100,250439.60040404124,Malicious,Malicious,0.0,1.0
10.0,6,62.72,1724.5535769352537,0.0,0.0,0.01,0.0,0.49,0.0,0.0,49,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.02,0.0,0.0,0.98,0.98,92318,60,1514,923.18,584.4476003678667,923.18,0.0006796503067016,100,341578.9975757576,Malicious,Malicious,0.0,1.0
10.08,6,64.0,3762.652504664849,0.0,0.0,0.0,0.0,0.5,0.0,0.0,50,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.5,0.01,0.0,0.0,0.0,0.0,1.0,1.0,94110,84,1514,941.1,576.5086401097665,941.1,0.0002682495117187,100,332362.2121212122,Malicious,Malicious,0.0,1.0
27.6,6,71.3,39.46142910770383,0.0,0.0,0.0,0.2,0.8,0.0,0.0,8,0,0,0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.1,1.0,1.0,1049,60,253,104.9,72.98165675169496,104.9,0.0264752149581909,10,5326.322222222221,Malicious,Malicious,0.3835486173629761,0.6164513826370239
9.8,6,62.72,1427.5079980940711,0.0,0.0,0.0,0.0,0.49,0.0,0.0,49,0,0,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.02,0.0,0.0,0.98,0.98,92632,60,1514,926.32,580.5940336579355,926.32,0.0007040905952453,100,337089.431919192,Malicious,Malicious,0.0,1.0
9.8,6,63.36,1312.405620969433,0.0,0.0,0.0,0.0,0.49,0.0,0.0,49,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.01,0.0,0.0,0.99,0.99,92946,60,1514,929.46,576.6974491696557,929.46,0.000761969089508,100,332579.9478787875,Malicious,Malicious,0.0,1.0
9.96,6,65.91,523.9389256907585,0.0,0.0,0.01,0.01,0.47,0.0,0.0,47,0,0,1,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.48,0.03,0.0,0.01,0.01,0.0,0.99,0.99,87849,60,1514,878.49,593.7487394138667,878.49,0.0019086289405822,100,352537.5655555558,Malicious,Malicious,0.0,1.0
10.2,6,62.08,1550.3624273204773,0.0,0.02,0.0,0.0,0.48,0.0,0.0,48,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.03,0.0,0.0,0.97,0.97,89438,60,1514,894.38,590.1331262237927,894.38,0.0006461596488952,100,348257.1066666669,Malicious,Malicious,0.0,1.0
9.88,6,64.0,1445.046063103351,0.0,0.0,0.0,0.0,0.49,0.0,0.0,49,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.01,0.0,0.0,0.0,0.0,1.0,1.0,92946,60,1514,929.46,576.6974491696557,929.46,0.0006920289993286,100,332579.9478787876,Malicious,Malicious,0.0,1.0
28.8,6,161.8,97.33302701410692,0.0,0.2,0.0,0.2,0.7,0.0,0.0,7,2,0,0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,5258,66,1494,525.8,670.5455158964893,525.8,0.0193454027175903,10,449631.2888888889,Malicious,Malicious,0.1773054599761963,0.8226945400238037
29.6,6,171.2,271.3688446632721,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,6488,66,2962,648.8,1010.2233856374978,648.8,0.0039007186889648,10,1020551.2888888888,Benign,Benign,0.994800329208374,0.005199677310883999
15.2,6,67.01,2086.9364460963584,0.0,0.0,0.52,0.01,0.23,0.0,0.0,23,0,0,52,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.75,0.01,0.0,0.01,0.0,0.0,0.99,0.99,45417,60,1514,454.17,579.7206755991812,454.17,0.0004791808128356,100,336076.06171717105,Malicious,Malicious,0.0,1.0
10.08,6,62.91,1572.5494901019797,0.0,0.02,0.0,0.0,0.5,0.0,0.0,50,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.01,0.0,0.0,0.99,0.99,91178,60,1514,911.78,583.9248529900005,911.78,0.0006359195709228,100,340968.2339393938,Malicious,Malicious,0.0,1.0
29.6,6,200.7,1330.849092524432,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,3683,66,1514,368.3,605.1339704744911,368.3,0.000905418395996,10,366187.1222222223,Benign,Benign,0.9998794794082642,0.00012054844410158694
17.2,6,166.2,44.56109335690488,0.0,0.0,0.0,0.3,0.7,0.0,0.0,7,0,0,0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.1,0.1,0.0,0.9,0.9,951,60,204,95.1,51.49207058696837,95.1,0.0247040033340454,10,2651.4333333333334,Benign,Benign,0.946223258972168,0.053776733577251434
10.16,6,65.28,1914.717697757651,0.0,0.0,0.0,0.0,0.5,0.0,0.0,50,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.5,0.02,0.0,0.0,0.0,0.0,1.0,1.0,93862,105,1514,938.62,579.4907862193593,938.62,0.0005248212814331,100,335809.57131313113,Malicious,Malicious,0.0,1.0
32.0,6,63.6,438.8265327474367,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16620,66,2962,1662.0,1063.1625777211436,1662.0,0.0025804042816162,10,1130314.6666666667,Benign,Benign,0.9978440403938293,0.0021559351589530706
9.8,6,62.08,5117.189044104191,0.0,0.0,0.0,0.0,0.49,0.0,0.0,49,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.03,0.0,0.0,0.97,0.97,92318,60,1514,923.18,584.4476003678667,923.18,0.0001979994773864,100,341578.9975757576,Malicious,Malicious,0.0,1.0
23.2,6,80.2,348.92924587163594,0.1,0.1,0.0,0.2,0.7,0.0,0.0,7,1,1,0,0.2,0.3,0.1,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1004,60,230,100.4,63.608524935298135,100.4,0.0064585208892822,10,4046.0444444444447,Benign,Benign,0.9982175827026367,0.0017824298702180386
32.0,6,64.0,2251.25006709248,0.1,0.0,0.0,0.1,1.0,0.0,0.0,10,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15140,66,5858,1514.0,1672.0063795731562,1514.0,0.0004770994186401,10,2795605.333333333,Benign,Benign,0.9989055395126343,0.0010944886598736048
60.0,6,233.0,665762.5396825396,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,940,94,94,94.0,0.0,94.0,1.5020370483398435e-06,10,0.0,Benign,Benign,1.0,1.3712000979104744e-10
32.0,6,232.0,432.3579012472941,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660,66,66,66.0,0.0,66.0,0.0023897171020507,10,0.0,Benign,Benign,0.9999688863754272,3.110431498498656e-05
